black1,red1,strike1,black2,red2,strike2,title,description,location,start_date,end_date,start_time,end_time,tags
,,,,,,Movies in the Park - Annie (2014) (PG),"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.
Where: Dunbar Park
Map: https://maps.google.com/maps?q=300+E+31st+St+Chicago,+IL+60616
About: http://www.imdb.com/title/tt1823664
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Dunbar4/
Park info: http://www.chicagoparkdistrict.com/parks/Dunbar-Park/
Neighborhood: Douglas
Closed Captions: Yes
Runtime: 118 minutes
Call (312) 747-5962for weather related cancellation information or email Don Serio at donald.serio@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","300 E 31st St Chicago, IL 60616",8/13/15,8/13/15,8:10:00 PM,10:08:00 PM,none
,,,,,,Edison Park Fest,"The summer offers fun of all kinds throughout the greater Chicagoland area, and every August in Edison Park – one of the city’s northwest neighborhoods – Second City denizens flock to the eclectic and electric Edison Park Fest. The 2015 Edison Park Fest is an annual community fundraiser that features live music performances by a plethora of awesome local bands. The three-day 2015 Edison Park Fest also includes a beer garden, food vendors, a craft fair, bingo, a bags tournament, a parade, and a children’s area.
Map: https://goo.gl/maps/KfcFU
About: http://www.edisonpark.com/epfest
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Olmsted Ave & N Oshkosh Ave Chicago, IL 60631",8/14/15,8/14/15,12:00:00 PM,10:00:00 PM,none
,,,,,,Festa Italiana,"Chicago’s Little Italy neighborhood will celebrate its history and heritage with more than 50,000 festival goers over the course of four-days. Authentic Italian activities, delectable Italian cuisine, and great live entertainment will highlight this magnifico event!
Map: http://goo.gl/maps/FPkbf
About: http://starevents.com/festivals/festa-italiana/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","S Ashland Ave & W Taylor St Chicago, IL 60607 ‎ ",8/14/15,8/14/15,12:00:00 PM,11:00:00 PM,none
,,,,,,Cuban Festival,"Festival Cubano continues to focus on celebrating Cuban culture and emphasizes the importance of Latino unity and cultural exchange by featuring world-class entertainment, merchandise and food from across Latin America. Additional fun features include an expanded Carnival ride and game area, The Babalu Beer Garden & Cigar Lounge, Domino Tournament & Rumba/Drumming workshops for the entire family.
Map: https://goo.gl/maps/QETQu
About: http://thecubanfestival.com
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Riis Park, 6100 West Fullerton Avenue, Chicago, IL 60639, United States",8/14/15,8/14/15,2:00:00 PM,10:00:00 PM,none
,,,,,,Glenwood Ave Arts Fest,"The Glenwood Avenue Arts Fest (GAAF) is a free, weekend-long arts festival that features 100+ artists, open studios, and live entertainment on three outdoor stages.  Experience art of all disciplines, music, theater, food and drink on the cobblestone streets of the Glenwood Avenue Arts District in Chicago’s historic Rogers Park neighborhood.
Map: http://goo.gl/maps/jQK3U
About: http://www.glenwoodave.org/
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Glenwood Ave & W Morse Ave Chicago, IL 60626 ‎ ",8/14/15,8/14/15,6:00:00 PM,10:00:00 PM,none
,,,,,,Summerdance -,"Individual themes TBA
Lessons: 6-7 p.m.
Live music: 7:30-9:30 p.m. 
Map: http://goo.gl/maps/15QE
About: http://www.chicagosummerdance.com
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","601 S Michigan Ave, Chicago, IL 60605, USA",8/14/15,8/14/15,6:00:00 PM,9:30:00 PM,none
,,,,,,Grant Park Music Festival - Strauss Ein Heldenleben,"After an impressive Festival debut in 2014, the award-winning pianist Natasha Paremski returns to perform the ferociously technical Four Parables. Strauss' monumental tone poem completes the program.
Map: http://goo.gl/maps/wt6bH
About: http://www.grantparkmusicfestival.com/2015-season/strauss-ein-heldenleben
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","Jay Pritzker Pavilion at Millennium Park, 201 East Randolph Street, Chicago, IL 60601, United States",8/14/15,8/14/15,6:30:00 PM,8:30:00 PM,none
,,,,,,Movies in the Park - Grease [sing-a-long] (PG-13),"Good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?
Where: Independence Park
Map: https://maps.google.com/maps?q=3945+N+Springfield+Ave+Chicago,+IL+60618
About: http://www.imdb.com/title/tt0077631
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Independence3/
Park info: http://www.chicagoparkdistrict.com/parks/Independence-Park/
Neighborhood: Irving Park
Closed Captions: No
Runtime: 110 minutes
Call (773) 478-3538for weather related cancellation information or email Julie Thompson at julie.thompson@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","3945 N Springfield Ave Chicago, IL 60618",8/14/15,8/14/15,8:08:00 PM,9:58:00 PM,none
,,,,,,Movies in the Park - Tyler Perry's A Madea Christmas (PG-13),"Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.
Where: Oakdale Park
Map: https://maps.google.com/maps?q=965+W+95th+St+Chicago,+IL+60643
About: http://www.imdb.com/title/tt2609758
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oakdale3/
Park info: http://www.chicagoparkdistrict.com/parks/Oakdale-Park/
Neighborhood: Washington Heights
Closed Captions: Yes
Runtime: 100 minutes
Call (312) 747-6569for weather related cancellation information or email Richard Carter at richard.carter@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","965 W 95th St Chicago, IL 60643",8/14/15,8/14/15,8:08:00 PM,9:48:00 PM,none
,,,,,,Movies in the Park - Maleficent (PG),"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.
Where: Harris Park
Map: https://maps.google.com/maps?q=6200+S+Drexel+Ave+Chicago,+IL+60637
About: http://www.imdb.com/title/tt1587310
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Harris2/
Park info: http://www.chicagoparkdistrict.com/parks/Harris-Park/
Neighborhood: Woodlawn
Closed Captions: Yes
Runtime: 97 minutes
Call (312) 747-2706 for weather related cancellation information or email Gerald Washington at gerald.washington@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","6200 S Drexel Ave Chicago, IL 60637",8/14/15,8/14/15,8:08:00 PM,9:45:00 PM,none
,,,,,,Movies in the Park - Rio 2 (G),"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets his father-in-law.
Where: Fosco Park
Map: https://maps.google.com/maps?q=1312+S+Racine+Ave+Chicago,+IL+60608
About: http://www.imdb.com/title/tt2357291
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Fosco2/
Park info: http://www.chicagoparkdistrict.com/parks/fosco-park/
Neighborhood: Near West Side
Closed Captions: Yes
Runtime: 101 minutes
Call (312) 746-5086for weather related cancellation information or email Obi Allmon at obi.allmon@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","1312 S Racine Ave Chicago, IL 60608",8/14/15,8/14/15,8:08:00 PM,9:49:00 PM,none
,,,,,,Movies in the Park - Big Hero 6 (PG),"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.
Where: Maplewood Playlot Park
Map: https://maps.google.com/maps?q=1640+N+Maplewood+Ave+Chicago,+IL+60647
About: http://www.imdb.com/title/tt2245084
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Maplewood3/
Park info: http://www.chicagoparkdistrict.com/parks/Maplewood-Playlot-Park/
Neighborhood: West Town
Closed Captions: No
Runtime: 102 minutes
Call (312) 742-0041 for weather related cancellation information or email Samantha Jayne at samantha.jayne@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","1640 N Maplewood Ave Chicago, IL 60647",8/14/15,8/14/15,8:08:00 PM,9:50:00 PM,none
,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Division Street 7am - 1pm
Map: https://goo.gl/maps/FqAb9
Edgewater 8am - 1pm
Map: https://goo.gl/maps/qKJ4H
Humboldt Park 10am - 3pm
Map: https://goo.gl/maps/BIl1h
Englewood 8am - 1pm
Map: https://goo.gl/maps/x4AqF
Green City Lincoln Park 7am - 1pm
Map: https://goo.gl/maps/nCXIY
Green City Fulton Market 7am - 1pm
Map: https://goo.gl/maps/gzL5n
Horner Park 9am - 1pm
Map: https://goo.gl/maps/Euemb
Lincoln Park 7am - 1pm
Map: https://goo.gl/maps/KfKcI
North Center 7am - 1pm
Map: https://goo.gl/maps/OklNz
Plant Chicago 11am - 3:30pm
Map: https://goo.gl/maps/Sr5vd
Printers Row 7am - 1pm
Map: https://goo.gl/maps/jNSxX
Roseland 10am - 3pm
Map: https://goo.gl/maps/qYcBR
61st Street 9am - 2pm
Map: https://goo.gl/maps/sMbUZ
West Humboldt Park 10am - 2pm
Map: https://goo.gl/maps/0Pl5u
South Shore 11am - 4pm
Map: https://goo.gl/maps/uQ14Q
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1800 N Clark St, Chicago, IL 60614, USA",8/15/15,8/15/15,7:00:00 AM,4:00:00 PM,none
1,,,1,,,Air & Water Show,"The Blue Angels return. This year the Chicago Air and Water Show celebrates 56 years of daredevil thrills in the air and on the water at North Avenue Beach and along Chicago’s magnificent lakefront on Lake Michigan. With Chicago's Skyline as a backdrop, audience numbers reach 2.2 million annually making the Chicago Air & Water Show the largest FREE admission air and water exhibition of its kind in the United States. Over the years the show has featured some of the top civilian and military pilots and aircraft. Biennially, the U.S. Navy Blue Angels and the U.S. Air Force Thunderbirds headline along with the U.S. Army Parachute Team Golden Knights
Map: http://g.co/maps/xq6ns
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/chicago_air_and_watershow.html
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","41.912945,-87.614636",8/15/15,8/15/15,10:00:00 AM,3:00:00 PM,none
,,,,,,Cuban Festival,"Festival Cubano continues to focus on celebrating Cuban culture and emphasizes the importance of Latino unity and cultural exchange by featuring world-class entertainment, merchandise and food from across Latin America. Additional fun features include an expanded Carnival ride and game area, The Babalu Beer Garden & Cigar Lounge, Domino Tournament & Rumba/Drumming workshops for the entire family.
Map: https://goo.gl/maps/QETQu
About: http://thecubanfestival.com
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Riis Park, 6100 West Fullerton Avenue, Chicago, IL 60639, United States",8/15/15,8/15/15,10:00:00 AM,10:00:00 PM,none
,,,,,,Glenwood Ave Arts Fest,"The Glenwood Avenue Arts Fest (GAAF) is a free, weekend-long arts festival that features 100+ artists, open studios, and live entertainment on three outdoor stages.  Experience art of all disciplines, music, theater, food and drink on the cobblestone streets of the Glenwood Avenue Arts District in Chicago’s historic Rogers Park neighborhood.
Map: http://goo.gl/maps/jQK3U
About: http://www.glenwoodave.org/
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Glenwood Ave & W Morse Ave Chicago, IL 60626 ‎ ",8/15/15,8/15/15,11:00:00 AM,9:00:00 PM,none
,,,,,,Edison Park Fest,"The summer offers fun of all kinds throughout the greater Chicagoland area, and every August in Edison Park – one of the city’s northwest neighborhoods – Second City denizens flock to the eclectic and electric Edison Park Fest. The 2015 Edison Park Fest is an annual community fundraiser that features live music performances by a plethora of awesome local bands. The three-day 2015 Edison Park Fest also includes a beer garden, food vendors, a craft fair, bingo, a bags tournament, a parade, and a children’s area.
Map: https://goo.gl/maps/KfcFU
About: http://www.edisonpark.com/epfest
Calendar: https://www.facebook.com/ChicagoCalendar
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Olmsted Ave & N Oshkosh Ave Chicago, IL 60631",8/15/15,8/15/15,12:00:00 PM,10:00:00 PM,none
