title,start_date_f,end_date_f,address,description,source,tags
Night Out: Tsukasa Taiko at Ping Tom,2015-08-08T18:30:00,2015-08-08T20:30:00,"Ping Tom Memorial Park, 1700 S. Wentworth Ave., Chicago IL         60616","Tsukasa Taiko: Japanese Traditional Drumming Presentation. Tsukasa Taiko is the largest multigenerational community ensemble of Japanese drumming in the Midwest. The ensemble aims to strengthen Japanese-American/Asian-American communities and to reflect a shared culture through the infusion of contemporary expressions. Be embraced with the unmistakable sound of Taiko (Japanese drums).
",parks,none
Night Out: Theater on the Lake at Washington Ref,2015-08-08T19:30:00,2015-08-08T21:30:00,"Washington Park, 5531 S. Martin Luther King Dr., Chicago IL         60637","Oracle Productions presents THIS HOUSE BELIEVES THE AMERICAN DREAM IS AT THE EXPENSE OF THE AMERICAN NEGRO. Admission is FREE in Public Access Theatre. In 1965, the Cambridge Union Society hosted a debate between James Baldwin and William F. Buckley, Jr. The subject: Has the American Dream been achieved at the expense of the American Negro? Join Oracle for a vivid theatrical enactment of the debate, and vote on the winner. The debate tells a story of 1960s America, but contemporary audiences will hear reverberations of our country's current racial crises. Oracle offers this premiere in commemoration of the 13th Amendment ratification in 1865, passage of The Voting Rights Act of 1965, and the 50th anniversary of the Baldwin/Buckley debate itself.]",parks,none
Night Out: Theater on the Lake at Berger,2015-08-08T19:30:00,2015-08-08T21:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Definition Theatre Company presents  an adaptation of Henrik Ibsen's A Doll's House, directed by Writers Theatre  Artistic Director Michael Halberstam. Nora and Torvald have all the trappings  of a perfect suburban life: a beautiful home, two children, and enough money to  finance their comfortable lifestyle. But when a terrible secret from Nora's  past threatens to ruin all they've built, she is left with two options: deceive  the man she loves, or face the truth and risk losing everything.]",parks,none
Night Out: Symphony Sounds at Wicker,2015-08-09T11:00:00,2015-08-09T12:30:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622",Enjoy the classics and modern string quartet music. Produced by  www.WickerPark.org ],parks,none
Night Out: Midsommer Flight at Gross,2015-08-09T11:00:00,2015-08-09T12:30:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622"," Enjoy a production of Shakespeare's - ""Macbeth"" in the park.  
",parks,none
Night Out: Midsommer Flight at Gross,2015-08-09T14:00:00,2015-08-09T16:00:00,"Gross Park, 2708 W. Lawrence Ave., Chicago IL         60625"," Enjoy a production of Shakespeare's - ""Macbeth"" in the park.  
",parks,none
Night Out: Art in the Park at Wilson (Frank J.),2015-08-09T14:00:00,2015-08-09T15:00:00,"Wilson Frank J. Park, 4630 N. Milwaukee Ave. , Chicago IL         60630",Stop by the park to marvel at the work of visual art students. The gallery of work shows the progress of first year students from 6 to 70 years old.],parks,none
Night Out: LOV Rocks at Douglas,2015-08-09T14:00:00,2015-08-09T16:00:00,"Douglas Park, 1401 S. Sacramento Dr.  , Chicago IL         60623","A family-friendly event targeting youth and teens, encouraging them to live a healthy lifestyle. LOV ROCKS will expose young people to various dance forms (e.g., hip-hop combining street dance with funk, jazz, and breakdancing), as well as double-dutch, zumba, and other activities to keep youth moving.]",parks,none
Night Out: Dance in the Parks at Wilson (Frank J.),2015-08-09T15:00:00,2015-08-09T16:30:00,"Wilson Frank J. Park, 4630 N. Milwaukee Ave. , Chicago IL         60630",Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks! Performances include dance works by established up-and-coming Chicago choreographers performed by professional dancers as well as showcase opportunities for youth performers from the local neighborhoods. Free all- ages performance. Bring your picnic and enjoy the show!],parks,none
Night Out: Chicago Shakes at Riis,2015-08-09T15:00:00,2015-08-09T16:30:00,"Wilson Frank J. Park, 4630 N. Milwaukee Ave. , Chicago IL         60630","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories. 
",parks,none
Night Out: Chicago Shakes at Riis,2015-08-09T16:00:00,2015-08-09T17:30:00,"Riis Park, 6100 W. Fullerton Ave., Chicago IL         60639","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories. 
",parks,none
Night Out: Culture Coach Stage at Emmerson,2015-08-09T17:00:00,2015-08-09T20:30:00,"Emmerson Park, 1820 W. Granville Ave., Chicago IL         60660","Kuumba Renaissance (from Madison, WI) and Elastic Arts present the Culture Coach, a self-contained traveling pop-up stage. The evening begins with DJ Ayana spinning from her extensive collection of records. Then enjoy live music by a local band. Brushes, paint, and a large canvas will be available for the audience to co-create a painting. Come to dance, drum, paint, or just watch and enjoy.]",parks,none
Night Out: Urban Gateways at Churchill Field,2015-08-09T17:45:00,2015-08-09T18:45:00,"Churchill Field Playlot Park, 1825 N. Damen Ave., Chicago IL         60614","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Chicago Onscreen Showcase at Lake Shore,2015-08-09T17:45:00,2015-08-09T18:45:00,"Churchill Field Playlot Park, 1825 N. Damen Ave., Chicago IL         60614"," Reel2Real Teen Film
",parks,none
Night Out: Chicago Onscreen Showcase at Lake Shore,2015-08-09T18:00:00,2015-08-09T21:00:00,"Lake Shore Park, 808 N. Lake Shore Dr., Chicago IL         60611"," Reel2Real Teen Film
",parks,none
Night Out: Theater on the Lake at Washington Ref,2015-08-09T18:30:00,2015-08-09T20:30:00,"Washington Park, 5531 S. Martin Luther King Dr., Chicago IL         60637","Oracle Productions presents THIS HOUSE BELIEVES THE AMERICAN DREAM IS AT THE EXPENSE OF THE AMERICAN NEGRO. Admission is FREE in Public Access Theatre. In 1965, the Cambridge Union Society hosted a debate between James Baldwin and William F. Buckley, Jr. The subject: Has the American Dream been achieved at the expense of the American Negro? Join Oracle for a vivid theatrical enactment of the debate, and vote on the winner. The debate tells a story of 1960s America, but contemporary audiences will hear reverberations of our country's current racial crises. Oracle offers this premiere in commemoration of the 13th Amendment ratification in 1865, passage of The Voting Rights Act of 1965, and the 50th anniversary of the Baldwin/Buckley debate itself.]",parks,none
Night Out: Theater on the Lake at Berger,2015-08-09T18:30:00,2015-08-09T20:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Definition Theatre Company presents an adaptation of Henrik Ibsen's A Doll's House, directed by Writers Theatre Artistic Director Michael Halberstam. Nora and Torvald have all the trappings of a perfect suburban life: a beautiful home, two children, and enough money to finance their comfortable lifestyle. But when a terrible secret from Nora's past threatens to ruin all they've built, she is left with two options: deceive the man she loves, or face the truth and risk losing everything.]",parks,none
Night Out: The Whole World is Watching at Lincoln,2015-08-09T18:30:00,2015-08-09T19:30:00,"Lincoln Park, 500-5700 N. Lake Shore Drive, Chicago IL         60614","Dog & Pony Theatre's The Whole World is Watching is an immersive, experiential, promenade musical focused on the  August 1968 Democratic National Convention in Chicago. Through a web of stories, we recall the implications that the riots had on national politics and question our roles in the contemporary fight for equality and justice.]",parks,none
Night Out: Urban Gateways at Donahue,2015-08-10T17:45:00,2015-08-10T18:45:00,"Margaret Donahue Park, ,   ","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Art in the Park at Wilson (Frank J.),2015-08-10T19:00:00,2015-08-10T20:00:00,"Wilson Frank J. Park, 4630 N. Milwaukee Ave. , Chicago IL         60630",Stop by the park to marvel at the work of visual art students. The gallery of work shows the progress of first year students from 6 to 70 years old.],parks,none
Night Out: Sound Tracks at Adams Playground,2015-08-11T18:00:00,2015-08-11T20:00:00,"Adams Playground Park, 1919 N. Seminary Ave., Chicago IL         60614","Soundtracks brings all of the fun, excitement and entertainment of the movie to with a live performance by a band or other entertainers prior to the start of select Movie in the Parks showings. Not only are people getting a free movie, they are getting a free interactive performance too! With additional prizes and games, that will no doubt give families a reason to get up and get out early.]",parks,none
Night Out: Chicago Shakes at Marquette,2015-08-11T18:30:00,2015-08-11T20:00:00,"Marquette Park, 6743 S. Kedzie Ave., Chicago IL         60629","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.]",parks,none
Night Out: Tsukasa Taiko at Haas,2015-08-11T18:30:00,2015-08-11T20:30:00,"Haas Park, 2402 N. Washtenaw Ave., Chicago IL         60647",Tsukasa Taiko: Japanese Traditional Drumming Presentation. Tsukasa Taiko is the largest multigenerational community ensemble of Japanese drumming in the Midwest. The ensemble aims to strengthen Japanese-American/Asian-American communities and to reflect a shared culture through the infusion of contemporary expressions. Be embraced with the unmistakable sound of Taiko (Japanese drums).],parks,none
